Agente,CDNC,57673.81,53797.13,52560.3,52707.18,55901.04,65979.1,79881.15,90744.48,95663.62,96978.37,98963.47,101729.38,99173.77,97295.87,100292.36,102361.62,102887.0,104425.2,120713.32,125937.0,114409.97,98463.3,82905.23,67693.02,2021-04-29
Agente,CDNC,58501.06,54902.82,53318.6,53159.3,55706.75,65054.08,78730.43,89626.29,94740.86,97323.09,98901.99,98753.08,97479.18,93727.05,94307.15,95050.77,98113.06,102550.72,120733.06,127524.06,117592.02,102755.75,86004.49,71504.75,2021-04-30
